restaurant,review_id,date,stay_date,user,badge,rating,title,review
Kampachi Plaza33,863754771,2022-10-09 00:00:00,October 2022,Claireawyong,1 review,5,Kampachi buffet lunch,"Overall food was delicious. Service is really amazing. Staff are really friendly. Must order the beef! We had ours medium rare, so good! It melts in your mouth. The sashimi really fresh! And super thick cuts as well. 10/10"
Kampachi Plaza33,863754390,2022-10-09 00:00:00,October 2022,Jenyaply,1 review,5,Great job,"A restaurant with high service quality with excel at serving customers. Great job!
Really  good at following up with the customers so as to ensure that they are never left in the dark. Keep it up!
 waitress & waiters have a pleasant attitude, and providing..."
Kampachi Plaza33,863644882,2022-10-08 00:00:00,October 2022,Ohyprox,1 review,5,Sashimi day,"Like the sashimi very much , the food here very delicious and fresh 🥰 

Christy is very nice 

Will be bring my family come over next time"
Kampachi Plaza33,863279731,2022-10-05 00:00:00,October 2022,Alex L,86 reviews,5,Amazing dinner experience,"Came here for dinner with wife after a few friends recommend this restaurant.

Indeed the service started when you step in the restaurant.
After taking down your details, they will always greet you by your name which is very attentive.

Food wise , the ingredients..."
Kampachi Plaza33,863019177,2022-10-03 00:00:00,September 2022,kelvinchew0124,1 review,5,Business Lunch,Excellent service provided by Christy and team. The food is nice! We really enjoyed our lunch will visit next time..
Kampachi Plaza33,863012746,2022-10-03 00:00:00,October 2022,S1979LIadamj,2 reviews,5,Good execution,"Consistently fresh, good response from personnel.

Atmosphere a bit more crowded than last year due to rising popularity.  But there are also more staff to attend to tables, so it's still good."
Kampachi Plaza33,862732091,2022-10-01 00:00:00,October 2022,WiriyakS,3 reviews,5,Great experience as usual! 5/5,Family loves coming here every now and then for special occasions. Food is great with high quality ingredients. The staff (Jenny) is very attentive even with the little things and periodically checks up on us to make sure everything is ok.
Kampachi Plaza33,862731546,2022-10-01 00:00:00,October 2022,PhanitS,1 review,5,Family dinner,Tasty food and excellent service! Thank you to Kyler and Jenny for making it a memorable night out!!
Kampachi Plaza33,862707497,2022-10-01 00:00:00,October 2022,Catherinechong_95,1 review,5,Good experience,"First time here, amazing atmosphere, service was attentive and helpful, delicious food, overall good experience."
Kampachi Plaza33,861784584,2022-09-25 00:00:00,September 2022,Chris W,5 reviews,5,Excellent Sunday Brunch Buffet,"Good selection of quality items freshly prepared and replenished quickly. In particular, we love the premium hamachi sashimi and salmon. Teppanyaki was awesome - tender beef done with lots of fragrant crispy garlic! Some special desserts were made only upon order. 
Service is polite, attentive..."
Kampachi Plaza33,861674936,2022-09-24 00:00:00,September 2022,LizL2273,3 reviews,5,Birthday occasion,"once steps in to the restaurant, can feel the environment is cosy and comfortable. The food is tasty but not much choices for set dinner.  I must highlight, all staffs here provide excellent services !  Thank you Christy !"
Kampachi Plaza33,860806709,2022-09-19 00:00:00,September 2022,I3559CQheleno,1 review,5,Birthday Celebration,"Excellent service & great ambience. Thanks for making a wonderful birthday celebration. Staffs are  friendly & attentive Jenny, Christy, Chyler & JC. We truly enjoyed."
Kampachi Plaza33,860404487,2022-09-16 00:00:00,September 2022,julianchieng,4 reviews,5,Top-notch service and food,"Came to celebrate a family’s birthday and am simply astonished by their excellent service - from recommending food to refilling sake. Needless to say, the food, especially sashimi, is of high quality which perfectly reflects the price you’re paying for. 
Overall, the dining experience in..."
Kampachi Plaza33,860350652,2022-09-16 00:00:00,September 2022,Btschong,1 review,5,Bay,"Comfortable environment, very nice staffs and supervisors, and good Japanese food, strongly recommended"
Kampachi Plaza33,860227460,2022-09-15 00:00:00,September 2022,amirike,1 review,5,The Kampachi Experience,Our first visit and we truly enjoyed the excellent service & choice of recommended dishes by the waiter & waitress.
Kampachi Plaza33,860223652,2022-09-15 00:00:00,September 2022,sookmayho,3 reviews,5,Amazing service and food,"Brilliant service
Food was amazing
It is a quiet resto which we can actually have a decent chat and relaxing"
Kampachi Plaza33,859899611,2022-09-13 00:00:00,September 2022,jin24,14 reviews,5,Best japanese in town!,Favourite japanese place in town. Been coming here for many years. Food quality is good and tasty. Service impecable. Special mention to manager Jenny who is attentive and accomodating. Highly recommend:)
Kampachi Plaza33,859582268,2022-09-11 00:00:00,September 2022,maya_isabella8104,1 review,5,One of the best Japanese food in KL,The sirloin teppanyaki was so tender and the sauce complimented the beef really well. Tempura was crispy and well seasoned. Enjoyed the seasonal fish available as well and it was a good experience trying something new :)
Kampachi Plaza33,859381149,2022-09-10 00:00:00,September 2022,WaiMun5050,2 reviews,5,Gathering dinner 😊,"The first restaurant in my mind after coming back to Malaysia. The uni is fantastic ! Is so fresh …. All the staff is so friendly 💕 excellent service ! Keep up the good job . Christy, Edward, Jenny and the team . 💪🏻"
Kampachi Plaza33,859243082,2022-09-09 00:00:00,September 2022,chrtjin,1 review,5,Perfect night out,"Environment was calm and peaceful. food was great, generous portions. really friendly staff as well. will come back soon."
Kampachi Plaza33,859240632,2022-09-09 00:00:00,September 2022,Ethanjkok,1 review,5,Happy,"Grand from the moment we walked in! We were served by JR who was all smiles, The portion of our food was generous to the point we had to pack for home, and the ichigo daifuku was the perfect finisher to our meals. Just a..."
Kampachi Plaza33,859233777,2022-09-09 00:00:00,September 2022,Shanthini Saman... M,12 reviews,5,A pleasant dinner on a rainy Friday night,"Booked in the morning for dinner the same night. Booking process was easy and convenient. Greeting was warm and pleasant. We ordered a good range and excellent quality of food. Service was prompt, attentive and always with a smile. Would definitely visit again"
Kampachi Plaza33,859181717,2022-09-09 00:00:00,September 2022,Gracecmchong,2 reviews,5,Lunch,"Excellent service from Edward, Christy n Chyler n JR. very attentive n pleasant.  Was surprised by a pleasant birthday cake.  Good food. Love it. Highly recommended."
Kampachi Plaza33,858880088,2022-09-07 00:00:00,September 2022,Martharongai,2 reviews,5,Dinner with fam,"Food was awesome!
Service was great!
Environment was cozy
Staffs were friendly
Easy to find parking
Overall good experience ❤️
Would come again"
Kampachi Plaza33,858373577,2022-09-04 00:00:00,August 2022,yckool,3 reviews,5,Great!,"I was planning a visit to KL and wanted to go cor Japanese food. Did some research and found this restaurant. Make a reservation prior to our arrival. When we arrived, we were welcomed by Christy. Everything was already prepared, we asked for a baby..."
Kampachi Plaza33,857787909,2022-09-01 00:00:00,August 2022,Clarechfam,1 review,5,Great service and food,"We had a birthday celebration and decided on Kampachi at Plaza 33, having fond memories of the buffet the last we ate there before the Covid-19 pandemic. 

As usual varieties were adequate and the sashimi was very fresh. Besides the sushi counter, there are sukiyaki..."
Kampachi Plaza33,857702074,2022-09-01 00:00:00,August 2022,jtjohnny,2 reviews,5,Attentive services by Christy & Chyler,"it's my 4th visit only & Christy and Chyler remembers me and provided good hospitality for my friend. Appreciate much this level of services on par with the restaurant settings.

Just one opinion for the restaurant the portion of some foods / dessert could be..."
Kampachi Plaza33,857471240,2022-08-31 00:00:00,August 2022,Didie1505,1 review,5,Holiday brunch,"Had a wonderful time at the restaurant. The service is superb and the ambiance calm and welcoming and the food is very delicious and fresh. The food spread is very appetising. Kudos to the supervisor Mr Edward, JR and the team. Kudos for the chefs."
Kampachi Plaza33,856837830,2022-08-28 00:00:00,August 2022,Sou1119,4 reviews,5,Will visit again definitely! ,Excellent service by Chyle and crew. Good Sunday brunch with sake. Service is good and staffs are attentive and friendly.
Kampachi Plaza33,854665950,2022-08-17 00:00:00,August 2022,DannisFoo,1 review,5,Business Lunch,"Thanks to Christy and team for provided excellence service to me and my guest. My guests is happy with the food and services. Kudos to the service team, of course not forgetting kitchen team who provides such a fresh and good food."
Kampachi Plaza33,854662956,2022-08-17 00:00:00,August 2022,AC_Lim88,1 review,5,"Food, services and environment","The food is amazing and worth the price! A good place for gathering and relaxing environment. Service by one of the staff, Chyler, is good and she is really friendly
Will definitely visit this place again."
Kampachi Plaza33,854661274,2022-08-17 00:00:00,August 2022,amwong1981,2 reviews,5,Wagyu beef dinner,"A special memory of an exciting dinner, recommended by Mr Edward. The wagyu beef on lava stone, prepared by Mr Edward is definitely a great taste to yearn for and teppanyaki by the chef enhances the exciting journey of Japanese exquisite fine dining. Mr Edward..."
Kampachi Plaza33,854638552,2022-08-17 00:00:00,August 2022,nurzaffan,1 review,4,The eel melts in your mouth!,"We ate 3 dishes with a total of RM227 — the quality of the eel is just superb. Lovin the tender meat, melts in your mouth. 

The supervisor, Edward, was kind enough to treat us with a bowl of ice-cream! The service crew is great..."
Kampachi Plaza33,854400016,2022-08-16 00:00:00,August 2022,hannahlynp,1 review,5,Lunch,"The food was very much delicious. We ordered the lamb and my family enjoyed it very much. The salmon trio was very good too! Our hostess Jenny was very hospitable, sweet and kind. Will definitely come back again!"
Kampachi Plaza33,852500656,2022-08-07 00:00:00,August 2022,Alexis_Yanrula,12 reviews,4,Not bad,"Came on a Sunday and it was a buffet session. Service is very good, sashimi is fresh, beef teppanyaki is amazing. Parking was easy. Worth a try!"
Kampachi Plaza33,852498566,2022-08-07 00:00:00,August 2022,BoldBaldEater,1 review,5,A Family Tradition that Keeps Going.,"We have been going to Kampachi solely to celebrate every single milestones we go through as a family . It is no longer a place to eat, it is THE PLACE to eat for our family. I love Kampachi so much, I start creating my..."
Kampachi Plaza33,852491747,2022-08-07 00:00:00,August 2022,zhjkim,1 review,4,"Great experience- good food, nice atmosphere, excellent service","Food 3.5 - 4/5
Atmosphere 5/5
Service 5/5

Great experience overall and the service was fantastic, very attentive and unintrusive.
The food was good in most areas but a few items lacking in the freshness and texture departments"
Kampachi Plaza33,852490951,2022-08-07 00:00:00,August 2022,Yappydoodle,2 reviews,5,Ms Adeline Yap,Good food but cooked prawns and lobster not so fresh. Excellent service. Service crew always attentive and alert. Makes the dining experience even more memorable
Kampachi Plaza33,852468107,2022-08-07 00:00:00,July 2022,jasonlohcs,1 review,5,Awesome Buffet!,Good food and ambience. Staff were very attentive and provided good service throughout. Even had a birthday surprise!
Kampachi Plaza33,852334205,2022-08-06 00:00:00,August 2022,K8028WDandreas,8 reviews,5,Family Dinner over Kampachi :),"I just got back from Sydney for the first time to see my parents. We decided to check out Kampachi (Plaza 33) as I needed a break from all the local food >.<
Despite the restaurant getting filled up with customers, Edward, Jenny and the..."
Kampachi Plaza33,852290369,2022-08-06 00:00:00,August 2022,CynthiaC2757,1 review,5,Dinner,"Excellent service and delicious food.  Thanks much to Christy's and colleagues' excellent service that we had an enjoyable dinner.  We were told to pre order noodles and tempura which we did and that's good as we were served within 15 minutes of arrival. Noodles, tempura..."
Kampachi Plaza33,852077224,2022-08-05 00:00:00,June 2022,Angelinetong33,1 review,5,"Rotary Club of Bandar Utama Appreciation Night, June month Birthdays and 15th Anniversary Celebration","Club members had a great time that night. Good food, great company, everyone enjoyed the celebration. 

The set menu was value for money, with a choice of five (5) main course selections, and comes with starter of garlic rice and miso soup, dessert of mochi..."
Kampachi Plaza33,851737344,2022-08-03 00:00:00,August 2022,Nomad41081144506,1 review,5,Excellent service & good food ,"Excellent service and good food! Sashimi was too fresh and unagi maki was tasty. We enjoyed it throughout, highly recommended and definitely will be back again."
Kampachi Plaza33,851701659,2022-08-03 00:00:00,August 2022,Fuhsheng,1 review,5,Business,"Good environment, good place, good design, Good service, fresh food, friendly crew, food serve very fast, will come back again"
Kampachi Plaza33,850986074,2022-07-31 00:00:00,July 2022,stefchew,3 reviews,5,Excellent Sunday Brunch to celebrate birthday,Had a great Sunday brunch to celebrate our grand daughter’s birthday.  The staff brought an ice cream waffle cake to celebrate with her.  Overall the food was very good and the service was excellent.  Very nice place for a family gathering.
Kampachi Plaza33,850972870,2022-07-31 00:00:00,July 2022,423wongk,2 reviews,5,Special Anniversary Celebration,"The food variety was good with extensive drinks menu. Freshness and quality of food has been maintained throughout the years. Even with full crowd, they maintained level attention and service to all the guests. 

I'll definitely return here for my birthday! 

Special thanks to Edward..."
Kampachi Plaza33,850279172,2022-07-28 00:00:00,July 2022,annesB35,1 review,5,"Excellent service, amazing food","Still one of our favourite Japanese restaurants. Food was amazing as always. Soft shell crab Maki still the best in town! Excellent service by our server Christy, looking forward to more dining experiences here. Tq for making our family dinner nights so pleasant :-)"
Kampachi Plaza33,849584948,2022-07-24 00:00:00,July 2022,MarlynM80,2 reviews,5,Very good service!!,"Manager Jenny is very tentative and been known her for years, she always treat me and my family with the absolute best services. Keep it up!!"
Kampachi Plaza33,849521664,2022-07-24 00:00:00,July 2022,james_csy_777,1 review,5,Matcha dessert - simply amazing,Great service and food was wonderful. There was a wide variety of dishes and we’ll definitely be coming back again
Kampachi Plaza33,849317614,2022-07-23 00:00:00,July 2022,M5644ZSshirleyw,1 review,5,Kampachi Jaya 33,"First time visit this outlet. Food selection is limited but the sashimi is fresh. While the buffer is a little pricey, the service is excellent. When I went to the dessert counter the spoons are all taken so I took one small fork to eat..."
Kampachi Plaza33,849231342,2022-07-22 00:00:00,July 2022,Martin C,1 review,5,Breath-Taking Food Presentation,"The food presentation was simply amazing. All the ingredients were balanced and melted on my tongue! The mixture of flavours sour and sweet supported each other nicely. Jenny, our waitress, provided great service for the whole family. Overall great restaurant, would definitely recommend! :)

Sophia..."
Kampachi Plaza33,848931147,2022-07-20 00:00:00,July 2022,Trail60740868211,1 review,5,Wonderful family dinner ,"Marvelous service by the attentive and friendly staff. Thank you to Jenny and Chyler for making our evening so lovely. The food was pretty pricey, but overall amazing dining experience made up for the price. Will definitely come back again! (Hopefully air conditioning problem is..."
Kampachi Plaza33,848886983,2022-07-20 00:00:00,July 2022,Kam Yuen N,8 reviews,5,Amazing Food Experience  & Truly Japanese Hospitality,"Was here for the buffet lunch on a Sunday afternoon. The food was amazing as expected, high quality ingredients prepared exquisitely. Everything was fresh, taste was good and desserts were fantastic as well. It was worth every penny.

We came for the food. But the..."
Kampachi Plaza33,848460682,2022-07-18 00:00:00,July 2022,Journey32873317206,2 reviews,2,Disappointed,"12 of us were looking forward to the Buffet unfortunately the food served were not much of selection. Not worth paying so expensive. 

However the staff provided us with excellent service. Jenny, the f&b manager is friendly.

We will not repeat our visit."
Kampachi Plaza33,848013560,2022-07-15 00:00:00,July 2022,PaddyPandaPappy,1 review,5,Family Dining,"I'm loving the food served and the customer service is impeccable, the waiters/waitress are really good people and the food served was to my taste."
Kampachi Plaza33,848013261,2022-07-15 00:00:00,July 2022,brianoN9277LU,1 review,5,Best,Great experience! Enjoyed very much. Sashimi fresh and service was the best. Will come back here again!
Kampachi Plaza33,848013207,2022-07-15 00:00:00,July 2022,Brendan_ou,1 review,5,Mum’s Dinner celebration,The Food here is very delicious and fresh! The service crew were very good and nice. My overall experience for this place is very amazing. Would definitely come back again :)
Kampachi Plaza33,847499159,2022-07-12 00:00:00,July 2022,FaddyM_helo,1 review,5,Very good place for Japanese Food.,"I love this place. Nice food, nice ambiance and great service . Chef very good . The manager; Jenny is really helpful,  friendly and knowledgeable."
Kampachi Plaza33,847498529,2022-07-12 00:00:00,July 2022,airahaniza,1 review,5,Excellent food,Excellent food and service from Jenny at Kampachi PJ..Had their dinner set..Sashimi was so good...Would definitely come back...
Kampachi Plaza33,847101497,2022-07-10 00:00:00,July 2022,Chxngiann,1 review,5,Food & service review,"Excellent service by Jenny, recommended food sake. Food variety was good, authentic Japanese food, and food was good. Money was worth would definitely revisit again. Recommend the grilled beef, tender and tasty. Sashimi fresh as well"
Kampachi Plaza33,846979806,2022-07-09 00:00:00,July 2022,Damienchoong,3 reviews,5,Amazing food and service,"Haven’t been here for a while but the recent visitation is fantastic. Ask for Jenny Ong, the Manager as she’s very well versed with all their menu and operation. You’d be in good hands if she’s around. 

One trick though, do not be afraid of..."
Kampachi Plaza33,846979304,2022-07-09 00:00:00,July 2022,bryanvfoo,3 reviews,5,Dad's Birthday Dinner,"Jenny Ong, the outlet manager was very attentive to our needs and friendly to us. Food is fresh and the set is a reasonably priced. Pls call for Jenny whenever you sit the plaza 33 outlet for a vvip treatment! 

Will definitely come back again."
Kampachi Plaza33,846474848,2022-07-06 00:00:00,July 2022,D7581IOchrisl,1 review,5,M,"Great Japanese cuisine!  Very fresh and tasty!  Excellent services!  Highly recommended. Well done! 
 Keep it up!"
Kampachi Plaza33,845981928,2022-07-03 00:00:00,July 2022,jtjohnny,2 reviews,5,Awesome Sunday lunch buffet,"Wonderful experience and food quality especially the beef & sashimi, would recommend if you guys to try this Japanese buffet, for now only available on Sunday 12-3pm"
Kampachi Plaza33,845925717,2022-07-03 00:00:00,July 2022,henryzaiiz92,1 review,5,Good services,"The staff service is very good especially the one who serving us, Chyler. Keep serving us and check with us whether need anything.
So far the food consider average and some alr not warm, but after that only realize actually can request kitchen to cook..."
Kampachi Plaza33,845917282,2022-07-03 00:00:00,July 2022,Seaside486921,1 review,5,Recommend!,There are variety of food and everything was fresh. Staffs were friendly and professional. Will come back again.
Kampachi Plaza33,845808956,2022-07-02 00:00:00,July 2022,Sehasafhee,1 review,5,The foods and service is very good,The service is great. Jenny Ong is a great customer service and very friendly. Other staff are also very polite and gave us great time here. Love the beef teppanyaki & salmon trio. Damn good !
Kampachi Plaza33,845769487,2022-07-02 00:00:00,July 2022,Ruth_BPR,2 reviews,5,Saturday lunch at Kampachi jaya33,"It was an enjoyable dining experience. Staffs were very attentive, polite and professional. Had my lunch at a comfortable corner. Price is on higher end but food quality is top notch and have always meet my expectations. I'm happily satisfied.

Love their peanut mochi, but..."
Kampachi Plaza33,845631583,2022-07-01 00:00:00,July 2022,daniellX4153RF,1 review,5,Great service and ambiance,"Good and attentive service, comfortable environment, some of the food are in extra big portions . Worth visiting"
Kampachi Plaza33,845631322,2022-07-01 00:00:00,July 2022,imrans134,3 reviews,5,TGIF dinner!,"Amazing service and food. Their sashimi is top of the line for they are more fresher than new Air Jordans, great selection of sakes, probably the best grilled eels that I have ever tasted and very attentive service staffs to ensure you have a good..."
Kampachi Plaza33,845596911,2022-07-01 00:00:00,July 2022,S2173SLannieg,2 reviews,5,Birthday luncheon,"Excellent service from Chyler and Christy.   Both ladies were very friendly and attentive.  Served good food,  provide good service, even sang out birthday song loudly to the birthday girl .  Wiill definitely bring more friends to enjoy the good food and service again."
Kampachi Plaza33,845572905,2022-07-01 00:00:00,June 2022,carolynsS2573JT,1 review,5,Kampachi Plaza 33,Highly recommended for a nice meal and relaxing ambience. Ms Jenny is always attentive to our needs. Excellent customer service standards from her and the rest of the team
Kampachi Plaza33,845453236,2022-06-30 00:00:00,June 2022,PFKoh,2 reviews,5,Birthday Celebration,"Excellent service from Christy, friendly and attentive. good food, good service, helpful and will definitely bring more friends to enjoy the good food and service."
Kampachi Plaza33,845452938,2022-06-30 00:00:00,June 2022,749deannat,1 review,5,Excellent excellent service and food,"Birthday dinner there with my close friend and the staffs were so so friendly, helpful, excellent service. Will definitely come again and again."
Kampachi Plaza33,845249583,2022-06-29 00:00:00,June 2022,ezzie22,3 reviews,5,A lovely birthday lunch for mom,We had a great lunch for my mom’s birthday. Ms Christy helped arranged a birthday surprise for my mom and printed us a nice photo to remember the day. Food was delicious and service was top notch. Thanks to Ms Christy and team! Will definitely...
Kampachi Plaza33,844658837,2022-06-26 00:00:00,June 2022,Seansee,2 reviews,5,Weekend Lunch Buffet,"Always a good choice to dine here, attentive service and quality food. Also some good selection of Japanese tea.

Thanks for the service, Jenny & team!"
Kampachi Plaza33,844657288,2022-06-26 00:00:00,June 2022,pgmalaysia,1 review,5,Excellent Japanese Buffet,"Good variety and excellent service!
The sizzling beef is one of the best in town…..yummy!
Strongly recommended 👍🏼👍🏼👍🏼"
Kampachi Plaza33,844535093,2022-06-25 00:00:00,June 2022,annay6677,1 review,5,Good service,"Very good service, friendly staffs, the food is delicious too! Recommend to bring your friends and family here"
Kampachi Plaza33,844525523,2022-06-25 00:00:00,June 2022,Darkweb2010,1 review,5,Special Dinner,"This is a greatest dinner tonight for me , food, desert and service is fantastic, many custom request can be done. Is a very wonderful dinner for me tonight . Thanks very much Kampachi"
Kampachi Plaza33,844488399,2022-06-25 00:00:00,June 2022,barrylimty,1 review,5,Lunch Hour,The food was delicious. Top notch service. Well-mannered staff. Relaxing environment. Definitely coming back for more.
Kampachi Plaza33,843525784,2022-06-19 00:00:00,June 2022,Bobbykhtan,1 review,5,Kampachi jaya33,"The food is fresh and tasty.The environment , food n dessert, everything was perfect.  Keep it up, Kampachi, I'm happy to have experienced your excellent service. Thanks"
Kampachi Plaza33,843463973,2022-06-19 00:00:00,June 2022,Cwaiong,1 review,4,Good food and attentive services,"Our family visited this restaurant recently and found that it serves good Japanese food. The waiters were attentive and friendly, special mentioned is Ms Christy Chai who served us. It is worth a visit."
Kampachi Plaza33,843370874,2022-06-18 00:00:00,June 2022,Cheah19,2 reviews,5,Family dinner,Had a wonderful time with my family here. Food was excellent and service is top notch 👍  thanks to Ms Jenny and her outstanding team
Kampachi Plaza33,843172016,2022-06-17 00:00:00,June 2022,kentlow70,2 reviews,5,"Best Japanese food & service with very attentive, polite & professional staff","Very good and attentive. Recommends greatly ! Very good staff Jenny & Edward.

Food & drinks is superb. Friendly staff. Environment and cleanliness is superb."
Kampachi Plaza33,843171857,2022-06-17 00:00:00,June 2022,joontengong,2 reviews,5,Best food,The service and food here is fantastic especially the captain here Jenny and Edward . And they have a lots of choices for sake !!!
Kampachi Plaza33,842949446,2022-06-15 00:00:00,June 2022,VictoriaC1505,1 review,5,Anniversary dinner,"Great service, delicious food, nice environment and decently priced. Definitely worth the trip with friends and family"
Kampachi Plaza33,842815937,2022-06-14 00:00:00,June 2022,Howeh369,1 review,5,Emaculate Personalized Service,"Kampachi has no lost its touch. Great food, atmosphere, and service. Worth every penny. Will definitely be back."
Kampachi Plaza33,842477127,2022-06-12 00:00:00,June 2022,ongchinshuan,1 review,4,Relaxing afternoon buffet,"Friendly staff (April), abundant fresh cuts of fish and appetite-inducing teppanyaki. Topped off with authentic Japanese mochi and ice cream."
Kampachi Plaza33,842473899,2022-06-12 00:00:00,June 2022,Yukikyu1001,1 review,4,Food,Honestly food was good but we ordered the beef for the third time it was abit raw compared to the other 2 times. This is our fourth time coming here.Overall it was a good choice to come here for our last lunch together
Kampachi Plaza33,842469796,2022-06-12 00:00:00,June 2022,emilylC9372PF,1 review,5,Ms,"Excellent services by Jenny & Christy, good food and nice ambiance A place served with incredible food and drinks, operated by top staffing with quality courtesy and friendly service.
Christy was courteous,  and served us with utmost dedication to customers comfort and needs. She ensured..."
Kampachi Plaza33,842349152,2022-06-11 00:00:00,June 2022,Sychew10,1 review,5,Value for money,Good service. Good ambience. Food served very fast although full house. Sashimi vry fresh. Highly recommended.
Kampachi Plaza33,842126590,2022-06-09 00:00:00,June 2022,H5917SFjoyh,1 review,5,A wonderful night,"Nice food, tasty, a wonderful atmosphere, great time since sit at bar sit, nice chef, good Service...."
Kampachi Plaza33,842125953,2022-06-09 00:00:00,June 2022,Amin8704,1 review,5,Birthday lunch buffet at Kampachi,"Great dining experience. All foods were excellent. We love the variety of sushi, tempuras and teppanyaki. 
Attentive staff. A special thank you to the manager Jenny and Christy for making that day a memorable one for my wife. Tq for the photo! Keep up the..."
Kampachi Plaza33,842124381,2022-06-09 00:00:00,June 2022,KhairolTawi,1 review,5,"Good food, excellent service!",I was particularly impressed by the services of Miss Jenny which helped us with the menu suggestions and the overall attention given by all the staff members. Weldone!
Kampachi Plaza33,842122365,2022-06-09 00:00:00,June 2022,J2533QNjuanc,2 reviews,5,"The food was great, but most importantly, the staff was amazing","Celebrated birthday with a group of 10 adults, 2 kids at Kampachi Plaza 33 and we felt at home here. Ms Christy attended to us with care and make sure we had a comfortable & fun experience. The food was fresh and great but most..."
Kampachi Plaza33,842113773,2022-06-09 00:00:00,June 2022,michaelcA5423YM,1 review,5,Nice ambient and good service!!!,Food is fresh and good quality. Had a nice and comfortable birthday dinner with friends with ample seating space (particularly important now to avoid crowded places)! Good place to host small wedding reception to my opinion..
Kampachi Plaza33,841969053,2022-06-08 00:00:00,May 2022,rachycarmen,1 review,5,PERFECT Wedding Reception,"I had my wedding reception here in May 2022. I am really happy with the team - Mr Balam, Ms Jenny, Ms Christy, Mr Edward and many more. Especially Mr Balam and Ms Jenny were super helpful in planning the tea ceremony. Everything went smoothly...."
Kampachi Plaza33,841967571,2022-06-08 00:00:00,May 2022,Ernestwcj,1 review,5,PERFECT wedding luncheon,"I recently had my wedding luncheon here and it was PERFECT. Top notch staff and food. I even had my tea ceremony here. Everyone loved it! Extremely professional team, thank you Mr. Balam, Ms. Jenny, Mr. Edward, Ms. Christy and many more. I can't recommend..."
Kampachi Plaza33,841810275,2022-06-07 00:00:00,May 2022,GG_B0nd,2 reviews,5,Good value buffet!!,"The buffet was around RM188 per person. It’s super good value!!! Sashimi is fresh, lots of varieties of cold and hot food for your choosing, and the taste of everything is good. The waitress who served us (April) is polite and nice. Please reserve a..."
Kampachi Plaza33,841792766,2022-06-07 00:00:00,June 2022,lynt970,3 reviews,5,Great way to spend a Sunday...at the lunch buffet,"The food was top notch - both quality and variety-wise.  Service was excellent - always with a smile, with plates being cleared very quickly from the table once we were done.  Thanks to the sushi chef for sharing tips on the best cuts of sashimi..."
Kampachi Plaza33,841683024,2022-06-06 00:00:00,June 2022,lmpNb,1 review,4,Relaxing ambience for get-together with good food,"Nice variety. Fresh sashimi and lobsters. Food flow was good, no empty counters even at last call. Distance betwwen one to another table was well-spaced and gives a comfortable and safe feel."
Kampachi Plaza33,841497010,2022-06-05 00:00:00,June 2022,thoriqothman,2 reviews,5,Splendid Afternoon with Excellent Service in Kampachi Plaza33,Went for lunch with my fiancée and the service provided was amazing and the sushi was really fresh! Definitely would come back for the beef teppanyaki.
Kampachi Plaza33,841493203,2022-06-05 00:00:00,June 2022,EuniceTVS,1 review,5,Sunday Buffet,"Love the Sashimi, mochi and the service. A family favourite. Now that the buffet is self service, even better."
Kampachi Plaza33,840906206,2022-06-01 00:00:00,June 2022,WinnieHoon,1 review,5,Great Service Ever,thanks for the great services provided by the crews. My boss and team enjoyed the lunch meeting today.
Kampachi Plaza33,840808494,2022-05-31 00:00:00,May 2022,isfmr73,1 review,5,Nice dinner with family,Always a pleasant experience having dinner at Kampachi 😊  Shoutout to Dan for his excellent service! 👍🏽
Kampachi Plaza33,840458671,2022-05-29 00:00:00,May 2022,LimC858,2 reviews,5,Peaceful place,"Fine, fresh food & Nice for hangout with friends & family. Staff (Christy) was nice & helpful. Will come visit again"
Kampachi Plaza33,840304876,2022-05-28 00:00:00,May 2022,281olivial,1 review,5,Saturday lunch,"Waiter Dan has been very helpful to recommend goat fish, very attentive, polite, respectful. The food esp sashimi is very fresh and thick cut."
Kampachi Plaza33,839344665,2022-05-21 00:00:00,May 2022,jay_kris_85,1 review,5,The best wedding reception I've ever attended.,"Of all the wedding reception I've attended, this is easily the best place to have a wedding experience. The food is fresh, superb and super tasty. The staff are very accommodating, I couldn't ask for a better team. The music, the place, the dessert, everything..."
Kampachi Plaza33,839344280,2022-05-21 00:00:00,May 2022,abbyrussel,9 reviews,5,Best place to have wedding reception!,"It was my cousin and her husband's dream to have their wedding reception there and I was honoured to be their wedding planner. Mr Balam and Ms Jenny was very accomodating and not only met the couple's expectations, but they went above and beyond! Their..."
Kampachi Plaza33,839282496,2022-05-21 00:00:00,May 2022,Jacquelinebenitapaul,2 reviews,5,April is the best,My boyfriend and I attended a wedding luncheon at Kampachi. Todays buffet quality is amazing and April as usual diligently served us. Very happy that she always made sure we felt welcome and enjoying all that kampachi has to offer
Kampachi Plaza33,838773988,2022-05-17 00:00:00,May 2022,ychoonge,1 review,5,Good experience,"Good service, good introduction and good recommendation from Mr. Dan Hennes. This made us have a great memories for my friend birthday celebration."
Kampachi Plaza33,838526411,2022-05-15 00:00:00,May 2022,kaiyeel,2 reviews,5,Recommend!,Highly recommend Kampachi. The sashimi is very fresh and there are a variety of side dishes including tepanyaki and sukiyaki! Dan Henez was our waiter and he served us very well. Would return for the buffet again!
